Business_Name,Category,City,Locality,Address,Latitude,Longitude,Website,Phone,Rating,Opening_Hours,Parking,Delivery,Status,Has_Website,Opportunity_Flag,Rating_Band
Bokaro Jewelry 726,Jewelry,Bokaro,Main Road,"Main Road, Bokaro, Jharkhand",24.444337,83.748974,https://www.bokarojewelry726.com,+91-9803160442,4.7,8AM-10PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Khunti Mobile Store 727,Mobile Store,Khunti,Kanke,"Kanke, Khunti, Jharkhand",22.464079,85.307707,https://www.khuntimobilestore727.com,+91-9957944228,5.0,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Ramgarh Electronics 728,Electronics,Ramgarh,Adityapur,"Adityapur, Ramgarh, Jharkhand",23.084587,84.697021,https://www.ramgarhelectronics728.com,+91-9743761010,4.1,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Deoghar Furniture 729,Furniture,Deoghar,MG Road,"MG Road, Deoghar, Jharkhand",22.691515,85.717837,https://www.deogharfurniture729.com,+91-9400726419,4.8,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Chatra Office 730,Office,Chatra,Station Road,"Station Road, Chatra, Jharkhand",22.452301,84.752463,https://www.chatraoffice730.com,+91-9792640312,4.6,9AM-8PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Simdega Mobile Store 731,Mobile Store,Simdega,Kokar,"Kokar, Simdega, Jharkhand",23.399891,87.023008,https://www.simdegamobilestore731.com,+91-9608693948,3.9,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Giridih Fuel Station 732,Fuel Station,Giridih,Bistupur,"Bistupur, Giridih, Jharkhand",22.605781,84.900091,https://www.giridihfuelstation732.com,+91-9504889751,4.4,24 Hours,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Dumka Hotel 733,Hotel,Dumka,Sakchi,"Sakchi, Dumka, Jharkhand",23.506462,84.12071,https://www.dumkahotel733.com,+91-9144176873,4.2,9AM-8PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Khunti ATM 734,ATM,Khunti,Upper Bazar,"Upper Bazar, Khunti, Jharkhand",23.442629,84.292078,https://www.khuntiatm734.com,+91-9126540961,3.8,7AM-9PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Simdega Gym 735,Gym,Simdega,Adityapur,"Adityapur, Simdega, Jharkhand",23.880963,86.343493,https://www.simdegagym735.com,+91-9344535679,3.6,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Medininagar Electronics 736,Electronics,Medininagar,Bus Stand,"Bus Stand, Medininagar, Jharkhand",22.858147,86.462259,https://www.medininagarelectronics736.com,+91-9833944764,4.8,8AM-10PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Furniture 737,Furniture,Dumka,Lower Bazar,"Lower Bazar, Dumka, Jharkhand",22.989897,87.187369,https://www.dumkafurniture737.com,+91-9535679851,4.7,7AM-9PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Giridih Clothing 738,Clothing,Giridih,Kokar,"Kokar, Giridih, Jharkhand",24.197411,85.097753,https://www.giridihclothing738.com,+91-9653863250,4.4,9AM-8PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Pakur Electronics 739,Electronics,Pakur,Upper Bazar,"Upper Bazar, Pakur, Jharkhand",24.775789,84.870751,https://www.pakurelectronics739.com,+91-9571029923,4.2,24 Hours,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Latehar Restaurant 740,Restaurant,Latehar,Upper Bazar,"Upper Bazar, Latehar, Jharkhand",23.926544,84.61865,https://www.lateharrestaurant740.com,+91-9342118734,4.1,24 Hours,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Deoghar Cafe 741,Cafe,Deoghar,Civil Lines,"Civil Lines, Deoghar, Jharkhand",24.88173,87.177029,https://www.deogharcafe741.com,+91-9710090318,4.4,9AM-8PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Gumla Hotel 742,Hotel,Gumla,Bistupur,"Bistupur, Gumla, Jharkhand",22.515016,83.634553,https://www.gumlahotel742.com,+91-9711512082,4.9,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Hazaribagh Clinic 743,Clinic,Hazaribagh,Main Road,"Main Road, Hazaribagh, Jharkhand",24.429424,85.613456,https://www.hazaribaghclinic743.com,+91-9128817630,3.8,24 Hours,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Simdega Office 744,Office,Simdega,Station Road,"Station Road, Simdega, Jharkhand",23.313991,84.674609,https://www.simdegaoffice744.com,+91-9111861727,3.8,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Latehar ATM 745,ATM,Latehar,Kokar,"Kokar, Latehar, Jharkhand",22.156289,87.020387,https://www.lateharatm745.com,+91-9321705882,3.7,9AM-8PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Lohardaga School 746,School,Lohardaga,Bus Stand,"Bus Stand, Lohardaga, Jharkhand",23.712476,85.2099,https://www.lohardagaschool746.com,+91-9835336980,4.2,8AM-10PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih School 747,School,Giridih,Adityapur,"Adityapur, Giridih, Jharkhand",22.936674,85.476916,https://www.giridihschool747.com,+91-9627162809,4.2,7AM-9PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Godda Furniture 748,Furniture,Godda,Harmu,"Harmu, Godda, Jharkhand",24.420289,86.599376,https://www.goddafurniture748.com,+91-9545659507,3.9,9AM-8PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Bokaro Hospital 749,Hospital,Bokaro,Bistupur,"Bistupur, Bokaro, Jharkhand",24.045934,83.374658,https://www.bokarohospital749.com,+91-9269578434,3.9,24 Hours,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Latehar Electronics 750,Electronics,Latehar,Bistupur,"Bistupur, Latehar, Jharkhand",24.927169,85.411296,https://www.lateharelectronics750.com,+91-9495923044,3.6,24 Hours,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Ramgarh Jewelry 751,Jewelry,Ramgarh,Adityapur,"Adityapur, Ramgarh, Jharkhand",22.083905,83.306872,https://www.ramgarhjewelry751.com,+91-9785977815,4.5,9AM-8PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Jamshedpur Bank 752,Bank,Jamshedpur,Main Road,"Main Road, Jamshedpur, Jharkhand",22.701817,86.036398,https://www.jamshedpurbank752.com,+91-9246544896,4.0,9AM-8PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Clinic 753,Clinic,Giridih,Kokar,"Kokar, Giridih, Jharkhand",24.800055,83.761023,https://www.giridihclinic753.com,+91-9980926449,3.9,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Bokaro Furniture 754,Furniture,Bokaro,Adityapur,"Adityapur, Bokaro, Jharkhand",24.174339,83.873813,https://www.bokarofurniture754.com,+91-9820901832,4.6,8AM-10PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Jamshedpur Electronics 755,Electronics,Jamshedpur,Kanke,"Kanke, Jamshedpur, Jharkhand",23.546896,84.968233,https://www.jamshedpurelectronics755.com,+91-9151277635,4.8,7AM-9PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Chatra Cafe 756,Cafe,Chatra,Main Road,"Main Road, Chatra, Jharkhand",22.095994,84.709582,https://www.chatracafe756.com,+91-9316614577,4.9,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Ranchi Restaurant 757,Restaurant,Ranchi,MG Road,"MG Road, Ranchi, Jharkhand",24.41158,85.919838,https://www.ranchirestaurant757.com,+91-9167829864,3.8,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Simdega ATM 758,ATM,Simdega,Station Road,"Station Road, Simdega, Jharkhand",24.396873,84.490718,https://www.simdegaatm758.com,+91-9773006812,3.8,9AM-8PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Bokaro Electronics 759,Electronics,Bokaro,MG Road,"MG Road, Bokaro, Jharkhand",22.920103,83.259978,https://www.bokaroelectronics759.com,+91-9802219378,4.0,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Koderma Jewelry 760,Jewelry,Koderma,Harmu,"Harmu, Koderma, Jharkhand",23.05694,83.469325,https://www.kodermajewelry760.com,+91-9334677931,4.1,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Chatra Grocery Store 761,Grocery Store,Chatra,MG Road,"MG Road, Chatra, Jharkhand",24.894248,85.985261,https://www.chatragrocerystore761.com,+91-9827890137,4.9,8AM-10PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Latehar Hardware 762,Hardware,Latehar,Station Road,"Station Road, Latehar, Jharkhand",22.955316,85.634133,https://www.lateharhardware762.com,+91-9728178604,4.2,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Chatra Restaurant 763,Restaurant,Chatra,Upper Bazar,"Upper Bazar, Chatra, Jharkhand",24.640338,84.435395,https://www.chatrarestaurant763.com,+91-9892328358,4.1,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Dumka Salon 764,Salon,Dumka,Market Area,"Market Area, Dumka, Jharkhand",22.405012,84.017541,https://www.dumkasalon764.com,+91-9140702031,3.9,9AM-8PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Medininagar Jewelry 765,Jewelry,Medininagar,Kanke,"Kanke, Medininagar, Jharkhand",24.310913,83.35843,https://www.medininagarjewelry765.com,+91-9950167054,5.0,7AM-9PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Ramgarh Clothing 766,Clothing,Ramgarh,Adityapur,"Adityapur, Ramgarh, Jharkhand",22.112222,86.870713,https://www.ramgarhclothing766.com,+91-9366650945,4.7,8AM-10PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Hazaribagh Hardware 767,Hardware,Hazaribagh,Sakchi,"Sakchi, Hazaribagh, Jharkhand",23.839348,83.458468,https://www.hazaribaghhardware767.com,+91-9627896893,3.6,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Lohardaga Bakery 768,Bakery,Lohardaga,Adityapur,"Adityapur, Lohardaga, Jharkhand",24.443663,86.927251,https://www.lohardagabakery768.com,+91-9353736066,4.3,9AM-8PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Electronics 769,Electronics,Giridih,Bistupur,"Bistupur, Giridih, Jharkhand",22.479307,84.195878,https://www.giridihelectronics769.com,+91-9406395333,4.4,24 Hours,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Godda Bank 770,Bank,Godda,Civil Lines,"Civil Lines, Godda, Jharkhand",23.36214,84.890789,https://www.goddabank770.com,+91-9754332056,4.6,9AM-8PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Hotel 771,Hotel,Dumka,Harmu,"Harmu, Dumka, Jharkhand",23.561593,85.411409,https://www.dumkahotel771.com,+91-9288655709,3.9,9AM-8PM,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Latehar School 772,School,Latehar,Station Road,"Station Road, Latehar, Jharkhand",22.949702,86.059453,https://www.lateharschool772.com,+91-9310148188,3.7,7AM-9PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Pakur Bank 773,Bank,Pakur,Bistupur,"Bistupur, Pakur, Jharkhand",24.861478,84.69258,https://www.pakurbank773.com,+91-9625651506,4.0,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Hazaribagh Hospital 774,Hospital,Hazaribagh,Market Area,"Market Area, Hazaribagh, Jharkhand",24.238853,87.028388,https://www.hazaribaghhospital774.com,+91-9928145258,4.9,9AM-8PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Koderma Cafe 775,Cafe,Koderma,Bistupur,"Bistupur, Koderma, Jharkhand",24.729556,86.142657,https://www.kodermacafe775.com,+91-9360224411,4.2,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Sahibganj School 776,School,Sahibganj,Kanke,"Kanke, Sahibganj, Jharkhand",22.392102,84.189659,https://www.sahibganjschool776.com,+91-9720989768,4.9,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Godda Bank 777,Bank,Godda,Kokar,"Kokar, Godda, Jharkhand",23.708481,86.803983,https://www.goddabank777.com,+91-9656774907,4.9,9AM-8PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Godda Clinic 778,Clinic,Godda,Harmu,"Harmu, Godda, Jharkhand",22.873937,84.846436,https://www.goddaclinic778.com,+91-9881310467,4.8,24 Hours,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Godda Electronics 779,Electronics,Godda,Kokar,"Kokar, Godda, Jharkhand",22.874301,87.148102,https://www.goddaelectronics779.com,+91-9976591420,4.2,9AM-8PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Pakur Furniture 780,Furniture,Pakur,Civil Lines,"Civil Lines, Pakur, Jharkhand",22.479204,83.9456,https://www.pakurfurniture780.com,+91-9244237954,3.8,7AM-9PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Jamshedpur Electronics 781,Electronics,Jamshedpur,Kokar,"Kokar, Jamshedpur, Jharkhand",22.498188,86.236659,https://www.jamshedpurelectronics781.com,+91-9378476998,5.0,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Dhanbad Furniture 782,Furniture,Dhanbad,Bistupur,"Bistupur, Dhanbad, Jharkhand",22.324045,83.45705,https://www.dhanbadfurniture782.com,+91-9131854320,4.4,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Lohardaga Restaurant 783,Restaurant,Lohardaga,Upper Bazar,"Upper Bazar, Lohardaga, Jharkhand",24.912857,83.587367,https://www.lohardagarestaurant783.com,+91-9660852445,4.7,24 Hours,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Pakur School 784,School,Pakur,MG Road,"MG Road, Pakur, Jharkhand",23.062355,86.760609,https://www.pakurschool784.com,+91-9438468976,4.7,9AM-8PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Bokaro Hardware 785,Hardware,Bokaro,Main Road,"Main Road, Bokaro, Jharkhand",23.320758,85.993233,https://www.bokarohardware785.com,+91-9878699246,4.8,7AM-9PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Khunti Clothing 786,Clothing,Khunti,Sakchi,"Sakchi, Khunti, Jharkhand",23.805055,85.835504,https://www.khunticlothing786.com,+91-9610241500,4.3,7AM-9PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Khunti College 787,College,Khunti,Lower Bazar,"Lower Bazar, Khunti, Jharkhand",22.087263,86.430231,https://www.khunticollege787.com,+91-9449530016,4.5,9AM-8PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Latehar ATM 788,ATM,Latehar,Kanke,"Kanke, Latehar, Jharkhand",24.5213,86.820811,https://www.lateharatm788.com,+91-9888424722,4.1,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Dhanbad Salon 789,Salon,Dhanbad,Bus Stand,"Bus Stand, Dhanbad, Jharkhand",24.447062,87.185219,https://www.dhanbadsalon789.com,+91-9601225954,3.8,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Hazaribagh Electronics 790,Electronics,Hazaribagh,Upper Bazar,"Upper Bazar, Hazaribagh, Jharkhand",24.78263,85.999636,https://www.hazaribaghelectronics790.com,+91-9213247207,4.2,8AM-10PM,No,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Chaibasa Clothing 791,Clothing,Chaibasa,Kanke,"Kanke, Chaibasa, Jharkhand",23.378907,86.790044,https://www.chaibasaclothing791.com,+91-9232175587,4.5,9AM-8PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Chatra Hospital 792,Hospital,Chatra,Station Road,"Station Road, Chatra, Jharkhand",23.88196,84.708041,https://www.chatrahospital792.com,+91-9870348269,4.6,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka Grocery Store 793,Grocery Store,Dumka,Station Road,"Station Road, Dumka, Jharkhand",22.284148,84.560951,https://www.dumkagrocerystore793.com,+91-9735870426,4.9,24 Hours,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Ranchi Hospital 794,Hospital,Ranchi,Bus Stand,"Bus Stand, Ranchi, Jharkhand",22.135655,85.342412,https://www.ranchihospital794.com,+91-9516768084,5.0,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Ranchi Bank 795,Bank,Ranchi,Adityapur,"Adityapur, Ranchi, Jharkhand",24.507086,84.463705,https://www.ranchibank795.com,+91-9976332198,4.9,9AM-8PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Dumka School 796,School,Dumka,Civil Lines,"Civil Lines, Dumka, Jharkhand",24.19118,86.59651,https://www.dumkaschool796.com,+91-9988791181,4.6,24 Hours,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Latehar Hospital 797,Hospital,Latehar,Kanke,"Kanke, Latehar, Jharkhand",24.436062,85.180102,https://www.lateharhospital797.com,+91-9856065079,4.9,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Jamshedpur Clothing 798,Clothing,Jamshedpur,Lower Bazar,"Lower Bazar, Jamshedpur, Jharkhand",24.278116,86.627115,https://www.jamshedpurclothing798.com,+91-9881034931,4.1,8AM-10PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Latehar ATM 799,ATM,Latehar,MG Road,"MG Road, Latehar, Jharkhand",24.223143,84.764252,https://www.lateharatm799.com,+91-9666768643,4.6,8AM-10PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Medininagar Supermarket 800,Supermarket,Medininagar,Upper Bazar,"Upper Bazar, Medininagar, Jharkhand",24.323832,86.663422,https://www.medininagarsupermarket800.com,+91-9158114453,4.8,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Sahibganj Supermarket 801,Supermarket,Sahibganj,Kokar,"Kokar, Sahibganj, Jharkhand",23.397325,86.788872,https://www.sahibganjsupermarket801.com,+91-9325234901,3.8,7AM-9PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Godda Supermarket 802,Supermarket,Godda,Bistupur,"Bistupur, Godda, Jharkhand",23.988336,83.872892,https://www.goddasupermarket802.com,+91-9160485496,3.6,7AM-9PM,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Deoghar ATM 803,ATM,Deoghar,Kanke,"Kanke, Deoghar, Jharkhand",24.117651,84.180004,https://www.deogharatm803.com,+91-9227563259,3.9,8AM-10PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Dhanbad Office 804,Office,Dhanbad,Upper Bazar,"Upper Bazar, Dhanbad, Jharkhand",23.341021,86.472781,https://www.dhanbadoffice804.com,+91-9510277740,3.9,24 Hours,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Bokaro Hotel 805,Hotel,Bokaro,Sakchi,"Sakchi, Bokaro, Jharkhand",23.874228,86.833914,https://www.bokarohotel805.com,+91-9341522162,3.5,9AM-8PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Godda Bakery 806,Bakery,Godda,Sakchi,"Sakchi, Godda, Jharkhand",24.949863,86.010948,https://www.goddabakery806.com,+91-9420365200,4.4,7AM-9PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Godda Restaurant 807,Restaurant,Godda,Adityapur,"Adityapur, Godda, Jharkhand",24.402389,86.333898,https://www.goddarestaurant807.com,+91-9669177290,4.2,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Hazaribagh School 808,School,Hazaribagh,Main Road,"Main Road, Hazaribagh, Jharkhand",23.614165,86.402052,https://www.hazaribaghschool808.com,+91-9232118892,3.6,8AM-10PM,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Bokaro Hotel 809,Hotel,Bokaro,Adityapur,"Adityapur, Bokaro, Jharkhand",22.845734,87.065105,https://www.bokarohotel809.com,+91-9284257535,4.1,8AM-10PM,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Gumla Furniture 810,Furniture,Gumla,Sakchi,"Sakchi, Gumla, Jharkhand",22.369565,85.161771,https://www.gumlafurniture810.com,+91-9436012520,4.3,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Cafe 811,Cafe,Giridih,Main Road,"Main Road, Giridih, Jharkhand",22.514221,84.398837,https://www.giridihcafe811.com,+91-9994027302,3.8,8AM-10PM,Limited,No,Open,Yes,Has Website,Good (3.5-3.9)
Chatra Supermarket 812,Supermarket,Chatra,Bistupur,"Bistupur, Chatra, Jharkhand",22.173079,84.219869,https://www.chatrasupermarket812.com,+91-9509935637,4.5,9AM-8PM,Yes,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Deoghar ATM 813,ATM,Deoghar,Adityapur,"Adityapur, Deoghar, Jharkhand",22.561289,85.718273,https://www.deogharatm813.com,+91-9389265706,5.0,8AM-10PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Koderma Office 814,Office,Koderma,Lower Bazar,"Lower Bazar, Koderma, Jharkhand",23.484282,83.856172,https://www.kodermaoffice814.com,+91-9982151713,3.7,9AM-8PM,Yes,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Bokaro Jewelry 815,Jewelry,Bokaro,Adityapur,"Adityapur, Bokaro, Jharkhand",22.27997,85.393475,https://www.bokarojewelry815.com,+91-9170823325,4.0,24 Hours,No,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Ranchi Jewelry 816,Jewelry,Ranchi,Station Road,"Station Road, Ranchi, Jharkhand",23.081468,87.075094,https://www.ranchijewelry816.com,+91-9506553391,4.9,8AM-10PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Bokaro Salon 817,Salon,Bokaro,Adityapur,"Adityapur, Bokaro, Jharkhand",22.996701,85.488632,https://www.bokarosalon817.com,+91-9402791679,4.3,7AM-9PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Khunti Bakery 818,Bakery,Khunti,Upper Bazar,"Upper Bazar, Khunti, Jharkhand",24.173891,87.072001,https://www.khuntibakery818.com,+91-9670889348,4.3,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Simdega Restaurant 819,Restaurant,Simdega,Kokar,"Kokar, Simdega, Jharkhand",22.416474,83.705473,https://www.simdegarestaurant819.com,+91-9506734117,4.4,24 Hours,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Pakur School 820,School,Pakur,Kokar,"Kokar, Pakur, Jharkhand",23.32336,84.95584,https://www.pakurschool820.com,+91-9480106125,4.7,24 Hours,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Dhanbad College 821,College,Dhanbad,Bus Stand,"Bus Stand, Dhanbad, Jharkhand",23.169544,84.450948,https://www.dhanbadcollege821.com,+91-9196787722,4.5,7AM-9PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Gumla Furniture 822,Furniture,Gumla,Sakchi,"Sakchi, Gumla, Jharkhand",24.375041,83.242779,https://www.gumlafurniture822.com,+91-9555248944,4.5,9AM-8PM,No,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Chatra Restaurant 823,Restaurant,Chatra,Market Area,"Market Area, Chatra, Jharkhand",24.682659,86.183669,https://www.chatrarestaurant823.com,+91-9866823538,4.1,8AM-10PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
Hazaribagh Fuel Station 824,Fuel Station,Hazaribagh,Kanke,"Kanke, Hazaribagh, Jharkhand",24.740556,86.254842,https://www.hazaribaghfuelstation824.com,+91-9341665544,3.8,24 Hours,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Hazaribagh Bank 825,Bank,Hazaribagh,MG Road,"MG Road, Hazaribagh, Jharkhand",24.859185,84.551834,https://www.hazaribaghbank825.com,+91-9829138534,3.9,24 Hours,No,No,Open,Yes,Has Website,Good (3.5-3.9)
Ramgarh Jewelry 826,Jewelry,Ramgarh,Main Road,"Main Road, Ramgarh, Jharkhand",24.164077,85.475368,https://www.ramgarhjewelry826.com,+91-9333499326,4.9,7AM-9PM,No,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Ranchi Mobile Store 827,Mobile Store,Ranchi,Harmu,"Harmu, Ranchi, Jharkhand",23.331062,84.393403,https://www.ranchimobilestore827.com,+91-9215066535,3.5,9AM-8PM,No,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Latehar ATM 828,ATM,Latehar,Market Area,"Market Area, Latehar, Jharkhand",22.204231,85.257274,https://www.lateharatm828.com,+91-9265045572,4.1,8AM-10PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Godda Salon 829,Salon,Godda,MG Road,"MG Road, Godda, Jharkhand",22.847855,84.913366,https://www.goddasalon829.com,+91-9295616478,4.3,9AM-8PM,Limited,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Khunti Supermarket 830,Supermarket,Khunti,Kokar,"Kokar, Khunti, Jharkhand",23.25188,84.636947,https://www.khuntisupermarket830.com,+91-9861518573,3.8,7AM-9PM,Yes,No,Open,Yes,Has Website,Good (3.5-3.9)
Jamshedpur Hardware 831,Hardware,Jamshedpur,Civil Lines,"Civil Lines, Jamshedpur, Jharkhand",23.948614,86.993503,https://www.jamshedpurhardware831.com,+91-9814299118,5.0,9AM-8PM,Limited,No,Open,Yes,Has Website,Excellent (4.5-5.0)
Medininagar Supermarket 832,Supermarket,Medininagar,Upper Bazar,"Upper Bazar, Medininagar, Jharkhand",24.243178,86.727066,https://www.medininagarsupermarket832.com,+91-9638866546,4.6,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Deoghar Supermarket 833,Supermarket,Deoghar,MG Road,"MG Road, Deoghar, Jharkhand",23.450003,86.26954,https://www.deogharsupermarket833.com,+91-9353945243,3.6,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Good (3.5-3.9)
Dumka Salon 834,Salon,Dumka,Bus Stand,"Bus Stand, Dumka, Jharkhand",23.407788,86.2436,https://www.dumkasalon834.com,+91-9366016633,4.4,8AM-10PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Giridih Jewelry 835,Jewelry,Giridih,Kanke,"Kanke, Giridih, Jharkhand",24.411828,83.99365,https://www.giridihjewelry835.com,+91-9858556609,4.7,8AM-10PM,Yes,Yes,Open,Yes,Has Website,Excellent (4.5-5.0)
Deoghar Grocery Store 836,Grocery Store,Deoghar,Bistupur,"Bistupur, Deoghar, Jharkhand",22.065099,87.161595,https://www.deoghargrocerystore836.com,+91-9256990862,4.1,7AM-9PM,Yes,No,Open,Yes,Has Website,Very Good (4.0-4.4)
Dumka Gym 837,Gym,Dumka,Kokar,"Kokar, Dumka, Jharkhand",23.84993,84.125711,https://www.dumkagym837.com,+91-9460968220,4.1,9AM-8PM,Limited,Yes,Open,Yes,Has Website,Very Good (4.0-4.4)
